City,Abbr.,County,Alias_Abbr
Decatur,GA,DEKALB,"North Decatur, GA"
Decatur,GA,DEKALB,"Vista Grove, GA"
Decatur,GA,DEKALB,"Snapfinger, GA"
Lithonia,GA,DEKALB,"Lithonia, GA"
Snellville,GA,GWINNETT,"Snellville, GA"
Lawrenceville,GA,GWINNETT,"Lawrenceville, GA"
Lilburn,GA,GWINNETT,"Lilburn, GA"
Loganville,GA,WALTON,"Loganville, GA"
Oxford,GA,NEWTON,"Oxford, GA"
Mansfield,GA,NEWTON,"Mansfield, GA"
Newborn,GA,NEWTON,"Newborn, GA"
Marietta,GA,COBB,"Atlanta Naval Air Station, GA"
Marietta,GA,COBB,"Dobbins AFB, GA"
Marietta,GA,COBB,"Dobbins Air Force Base, GA"
Marietta,GA,COBB,"Lockheed, GA"
Marietta,GA,COBB,"Mreta, GA"
Marietta,GA,COBB,"Mar, GA"
Pine Lake,GA,DEKALB,"Pine Lake, GA"
Redan,GA,DEKALB,"Redan, GA"
Roswell,GA,FULTON,"Sandy Plains, GA"
Roswell,GA,FULTON,"Roswell, GA"
Scottdale,GA,DEKALB,"Scottdale, GA"
Smyrna,GA,COBB,"Smyrna, GA"
Stone Mountain,GA,DEKALB,"St Mountain, GA"
Stone Mountain,GA,DEKALB,"Stone Mountain, GA"
Stone Mountain,GA,DEKALB,"St Mtn, GA"
Stone Mountain,GA,DEKALB,"Stone Mtn, GA"
Stone Mountain,GA,DEKALB,"Memorial Square, GA"
Tucker,GA,DEKALB,"Tucker, GA"
Stone Mountain,GA,DEKALB,"Smoke Rise, GA"
Norcross,GA,GWINNETT,"Parkway, GA"
Duluth,GA,GWINNETT,"Berkeley Lake, GA"
Duluth,GA,FULTON,"State Farm Insurance Co, GA"
Duluth,GA,GWINNETT,"Primerica Financial Services, GA"
Acworth,GA,COBB,"Oak Grove, GA"
Acworth,GA,CHEROKEE,"Acworth, GA"
Adairsville,GA,BARTOW,"Adairsville, GA"
Aragon,GA,POLK,"Aragon, GA"
Armuchee,GA,FLOYD,"Armuchee, GA"
Austell,GA,COBB,"Austell, GA"
Ball Ground,GA,CHEROKEE,"Ball Ground, GA"
Bowdon,GA,CARROLL,"Bowdon, GA"
Bowdon Junction,GA,CARROLL,"Bowdon Jct, GA"
Bowdon Junction,GA,CARROLL,"Bowdon Junction, GA"
Bremen,GA,HARALSON,"Bremen, GA"
Clarkdale,GA,COBB,"Clarkdale, GA"
Carrollton,GA,CARROLL,"Carrollton, GA"
Buchanan,GA,HARALSON,"Buchanan, GA"
Holly Springs,GA,CHEROKEE,"Holly Springs, GA"
Canton,GA,CHEROKEE,"Canton, GA"
Carrollton,GA,CARROLL,"University Of West Georgia, GA"
Carrollton,GA,CARROLL,"Southwire, GA"
Cartersville,GA,BARTOW,"North Corners, GA"
Cartersville,GA,BARTOW,"Cartersville, GA"
Kingston,GA,BARTOW,"Euharlee, GA"
Lithia Springs,GA,DOUGLAS,"Lithia Springs, GA"
Lithia Springs,GA,DOUGLAS,"Lithia Spgs, GA"
Cassville,GA,BARTOW,"Cassville, GA"
Cave Spring,GA,FLOYD,"Cave Spring, GA"
Cedartown,GA,POLK,"Cedartown, GA"
Mableton,GA,COBB,"Mableton, GA"
Powder Springs,GA,COBB,"Powder Spgs, GA"
Powder Springs,GA,COBB,"Powder Springs, GA"
Coosa,GA,FLOYD,"Coosa, GA"
Dallas,GA,PAULDING,"Dallas, GA"
Douglasville,GA,DOUGLAS,"Douglasville, GA"
Emerson,GA,BARTOW,"Emerson, GA"
Esom Hill,GA,POLK,"Esom Hill, GA"
Fairmount,GA,GORDON,"Fairmount, GA"
Felton,GA,HARALSON,"Felton, GA"
Hiram,GA,PAULDING,"Hiram, GA"
Jasper,GA,PICKENS,"Big Canoe, GA"
Jasper,GA,PICKENS,"Jasper, GA"
Kennesaw,GA,COBB,"Kennesaw, GA"
Kennesaw,GA,COBB,"Barrett Parkway, GA"
Kingston,GA,BARTOW,"Kingston, GA"
Lebanon,GA,CHEROKEE,"Lebanon, GA"
Lindale,GA,FLOYD,"Lindale, GA"
Marble Hill,GA,PICKENS,"Marble Hill, GA"
Marble Hill,GA,PICKENS,"Marblehill, GA"
Mount Berry,GA,FLOYD,"Mount Berry, GA"
Rome,GA,FLOYD,"Rome, GA"
Mount Zion,GA,CARROLL,"Mount Zion, GA"
Nelson,GA,CHEROKEE,"Nelson, GA"
Rockmart,GA,POLK,"Rockmart, GA"
Rockmart,GA,POLK,"Braswell, GA"
Roopville,GA,CARROLL,"Ephesus, GA"
Roopville,GA,CARROLL,"Roopville, GA"
Rydal,GA,BARTOW,"Rydal, GA"
Shannon,GA,FLOYD,"Shannon, GA"
Silver Creek,GA,FLOYD,"Silver Creek, GA"
Talking Rock,GA,PICKENS,"White Stone, GA"
Talking Rock,GA,PICKENS,"Talking Rock, GA"
Tallapoosa,GA,HARALSON,"Tallapoosa, GA"
Tate,GA,PICKENS,"Tate, GA"
Taylorsville,GA,BARTOW,"Taylorsville, GA"
Temple,GA,CARROLL,"Temple, GA"
Villa Rica,GA,CARROLL,"Villa Rica, GA"
Waco,GA,HARALSON,"Waco, GA"
Waleska,GA,CHEROKEE,"Lake Arrowhead, GA"
Waleska,GA,CHEROKEE,"Waleska, GA"
White,GA,BARTOW,"White, GA"
Whitesburg,GA,CARROLL,"Whitesburg, GA"
Winston,GA,DOUGLAS,"Winston, GA"
Woodstock,GA,CHEROKEE,"Woodstock, GA"
Barnesville,GA,LAMAR,"Barnesville, GA"
Brooks,GA,FAYETTE,"Brooks, GA"
Concord,GA,PIKE,"Concord, GA"
Experiment,GA,SPALDING,"Experiment, GA"
Fairburn,GA,FULTON,"Fairburn, GA"
Fayetteville,GA,FAYETTE,"Woolsey, GA"
Fayetteville,GA,FAYETTE,"Fayetteville, GA"
Flovilla,GA,BUTTS,"Indian Springs, GA"
Flovilla,GA,BUTTS,"Flovilla, GA"
Franklin,GA,HEARD,"Centralhatchee, GA"
Franklin,GA,HEARD,"Franklin, GA"
Franklin,GA,HEARD,"Ctrlhatchee, GA"
Gay,GA,MERIWETHER,"Gay, GA"
Glenn,GA,HEARD,"Glenn, GA"
Grantville,GA,COWETA,"Grantville, GA"
Greenville,GA,MERIWETHER,"Greenville, GA"
Greenville,GA,MERIWETHER,"Stovall, GA"
Griffin,GA,SPALDING,"Griffin, GA"
Hampton,GA,HENRY,"Hampton, GA"
Haralson,GA,COWETA,"Haralson, GA"
Hogansville,GA,TROUP,"Hogansville, GA"
Jackson,GA,BUTTS,"Jackson, GA"
Jenkinsburg,GA,BUTTS,"Jenkinsburg, GA"
Jonesboro,GA,CLAYTON,"Lake Spivey, GA"
Jonesboro,GA,CLAYTON,"Jonesboro, GA"
Lagrange,GA,TROUP,"Lagrange, GA"
Locust Grove,GA,HENRY,"Locust Grove, GA"
Lovejoy,GA,CLAYTON,"Lovejoy, GA"
Luthersville,GA,MERIWETHER,"Luthersville, GA"
Mcdonough,GA,HENRY,"Mcdonough, GA"
Mcdonough,GA,HENRY,"Mc Donough, GA"
Meansville,GA,PIKE,"Meansville, GA"
Milner,GA,LAMAR,"Milner, GA"
Molena,GA,PIKE,"Molena, GA"
Moreland,GA,COWETA,"Moreland, GA"
Morrow,GA,CLAYTON,"Lake City, GA"
Morrow,GA,CLAYTON,"Morrow, GA"
Lagrange,GA,TROUP,"Mountville, GA"
Newnan,GA,COWETA,"Raymond, GA"
Newnan,GA,COWETA,"Newnan, GA"
Newnan,GA,COWETA,"Shenandoah, GA"
Orchard Hill,GA,SPALDING,"Orchard Hill, GA"
Palmetto,GA,FULTON,"Palmetto, GA"
Palmetto,GA,FULTON,"Chatt Hills, GA"
Palmetto,GA,FULTON,"Chattahoochee Hills, GA"
Peachtree City,GA,FAYETTE,"Peachtree City, GA"
Peachtree City,GA,FAYETTE,"Peachtree Cty, GA"
Peachtree City,GA,FAYETTE,"Peachtree City Parcel Return, GA"
Red Oak,GA,FULTON,"Red Oak, GA"
Rex,GA,CLAYTON,"Rex, GA"
Riverdale,GA,CLAYTON,"Riverdale, GA"
Sargent,GA,COWETA,"Sargent, GA"
Senoia,GA,COWETA,"Senoia, GA"
Sharpsburg,GA,COWETA,"Sharpsburg, GA"
Stockbridge,GA,HENRY,"Stockbridge, GA"
Sunny Side,GA,SPALDING,"Sunny Side, GA"
The Rock,GA,UPSON,"The Rock, GA"
Thomaston,GA,UPSON,"Thomaston, GA"
Conley,GA,CLAYTON,"Conley, GA"
Turin,GA,COWETA,"Turin, GA"
Tyrone,GA,FAYETTE,"Tyrone, GA"
Union City,GA,FULTON,"Union City, GA"
Williamson,GA,PIKE,"Williamson, GA"
Woodbury,GA,MERIWETHER,"Woodbury, GA"
Ellenwood,GA,DEKALB,"Ellenwood, GA"
Zebulon,GA,PIKE,"Zebulon, GA"
Forest Park,GA,CLAYTON,"Forest Park, GA"
Forest Park,GA,CLAYTON,"Fort Gillem, GA"
Forest Park,GA,CLAYTON,"Forest, GA"
Atlanta,GA,COBB,"Atl, GA"
Atlanta,GA,COBB,"Atlanta, GA"
Atlanta,GA,FULTON,"Georgia State University, GA"
Atlanta,GA,FULTON,"North Highland Finance, GA"
Atlanta,GA,FULTON,"Little Five Points Pstl Str, GA"
Atlanta,GA,FULTON,"Fort Mcpherson, GA"
Atlanta,GA,COBB,"Sandy Springs, GA"
Atlanta,GA,DEKALB,"North Atlanta, GA"
Atlanta,GA,COBB,"Sandy Spgs, GA"
Atlanta,GA,FULTON,"Logistics & Distribution Ctr, GA"
Atlanta,GA,DEKALB,"Emory University, GA"
Atlanta,GA,DEKALB,"Briarcliff, GA"
Atlanta,GA,FULTON,"Ft Mcpherson, GA"
Atlanta,GA,FULTON,"Georgia Tech, GA"
Atlanta,GA,DEKALB,"Druid Hills, GA"
Atlanta,GA,FULTON,"Industrial, GA"
Atlanta,GA,FULTON,"College Park, GA"
Atlanta,GA,FULTON,"Dunwoody, GA"
Atlanta,GA,DEKALB,"North Springs, GA"
Atlanta,GA,COBB,"Vinnings, GA"
Atlanta,GA,COBB,"Cumberland, GA"
Atlanta,GA,COBB,"Vinings, GA"
Atlanta,GA,COBB,"Overlook Sru, GA"
Atlanta,GA,DEKALB,"Doraville, GA"
Atlanta,GA,DEKALB,"Chamblee, GA"
Atlanta,GA,FULTON,"Tuxedo, GA"
Atlanta,GA,FULTON,"East Point, GA"
Atlanta,GA,FULTON,"Hapeville, GA"
Atlanta,GA,DEKALB,"Winters Chapel, GA"
Atlanta,GA,FULTON,"Suntrust, GA"
Atlanta,GA,FULTON,"Att Bellsouth, GA"
Atlanta,GA,FULTON,"Atlanta Postal Credit Union, GA"
Atlanta,GA,FULTON,"Bank America, GA"
Atlanta,GA,FULTON,"Avon, GA"
Atlanta,GA,FULTON,"Georgia Power, GA"
Swainsboro,GA,EMANUEL,"Kemp, GA"
Swainsboro,GA,EMANUEL,"Modoc, GA"
Swainsboro,GA,EMANUEL,"Summertown, GA"
Swainsboro,GA,EMANUEL,"Lexsy, GA"
Swainsboro,GA,EMANUEL,"Wesley, GA"
Swainsboro,GA,EMANUEL,"Blundale, GA"
Swainsboro,GA,EMANUEL,"Covena, GA"
Swainsboro,GA,EMANUEL,"Oak Park, GA"
Swainsboro,GA,EMANUEL,"Gary, GA"
Swainsboro,GA,EMANUEL,"Blun, GA"
Swainsboro,GA,EMANUEL,"Dellwood, GA"
Swainsboro,GA,EMANUEL,"Swainsboro, GA"
Ailey,GA,MONTGOMERY,"Ailey, GA"
Ailey,GA,MONTGOMERY,"Higgston, GA"
Brooklet,GA,BULLOCH,"Mcgregor, GA"
Alamo,GA,WHEELER,"Alamo, GA"
Alston,GA,MONTGOMERY,"Alston, GA"
Bartow,GA,JEFFERSON,"Bartow, GA"
Bellville,GA,EVANS,"Bellville, GA"
Brooklet,GA,BULLOCH,"Hubert, GA"
Brooklet,GA,BULLOCH,"Ivanhoe, GA"
Brooklet,GA,BULLOCH,"Stilson, GA"
Brooklet,GA,BULLOCH,"Akin, GA"
Brooklet,GA,BULLOCH,"Brooklet, GA"
Brooklet,GA,BULLOCH,"Arcola, GA"
Brooklet,GA,BULLOCH,"Denmark, GA"
Claxton,GA,EVANS,"Claxton, GA"
Cobbtown,GA,TATTNALL,"Aline, GA"
Cobbtown,GA,TATTNALL,"Cobbtown, GA"
Collins,GA,TATTNALL,"Collins, GA"
Daisy,GA,EVANS,"Daisy, GA"
Dover,GA,SCREVEN,"Dover, GA"
Garfield,GA,EMANUEL,"Garfield, GA"
Girard,GA,BURKE,"Girard, GA"
Glennville,GA,TATTNALL,"Mendes, GA"
Glennville,GA,TATTNALL,"Glennville, GA"
Glenwood,GA,WHEELER,"Glenwood, GA"
Hagan,GA,EVANS,"Hagan, GA"
Louisville,GA,JEFFERSON,"Grange, GA"
Louisville,GA,JEFFERSON,"Vidette, GA"
Louisville,GA,JEFFERSON,"Rosier, GA"
Louisville,GA,JEFFERSON,"Louisville, GA"
Lyons,GA,TOOMBS,"Cedar Crossing, GA"
Lyons,GA,TOOMBS,"Ohoopee, GA"
Lyons,GA,TOOMBS,"Lyons, GA"
Lyons,GA,TOOMBS,"Santa Claus, GA"
Manassas,GA,TATTNALL,"Manassas, GA"
Metter,GA,CANDLER,"Metter, GA"
Metter,GA,CANDLER,"Excelsior, GA"
Midville,GA,BURKE,"Greenway, GA"
Midville,GA,BURKE,"Herndon, GA"
Midville,GA,BURKE,"Midville, GA"
Midville,GA,BURKE,"Colemans Lake, GA"
Midville,GA,BURKE,"Green Way, GA"
Midville,GA,BURKE,"Coleman Lake, GA"
Perkins,GA,JENKINS,"Perkins, GA"
Millen,GA,JENKINS,"Birdsville, GA"
Millen,GA,JENKINS,"Millen, GA"
Millen,GA,JENKINS,"Scarboro, GA"
Millen,GA,JENKINS,"Thrift, GA"
Millen,GA,JENKINS,"Butts, GA"
Millen,GA,JENKINS,"Emmalane, GA"
Mount Vernon,GA,MONTGOMERY,"Mount Vernon, GA"
Newington,GA,SCREVEN,"Newington, GA"
Norristown,GA,EMANUEL,"Norristown, GA"
Nunez,GA,EMANUEL,"Nunez, GA"
Oliver,GA,SCREVEN,"Oliver, GA"
Portal,GA,BULLOCH,"Portal, GA"
Portal,GA,BULLOCH,"Aaron, GA"
Pulaski,GA,CANDLER,"Pulaski, GA"
Register,GA,BULLOCH,"Register, GA"
Reidsville,GA,TATTNALL,"Reidsville, GA"
Rockledge,GA,LAURENS,"Rockledge, GA"
Rocky Ford,GA,SCREVEN,"Rocky Ford, GA"
Sardis,GA,BURKE,"Sardis, GA"
Soperton,GA,TREUTLEN,"Soperton, GA"
Statesboro,GA,BULLOCH,"Statesboro, GA"
Statesboro,GA,BULLOCH,"Ga Southern University, GA"
Stillmore,GA,EMANUEL,"Stillmore, GA"
Sylvania,GA,SCREVEN,"Hiltonia, GA"
Sylvania,GA,SCREVEN,"Sylvania, GA"
Tarrytown,GA,MONTGOMERY,"Tarrytown, GA"
Twin City,GA,EMANUEL,"Twin City, GA"
Twin City,GA,EMANUEL,"Canoochee, GA"
Uvalda,GA,MONTGOMERY,"Uvalda, GA"
Vidalia,GA,TOOMBS,"Petross, GA"
Vidalia,GA,TOOMBS,"Kibbee, GA"
Vidalia,GA,TOOMBS,"Normantown, GA"
Vidalia,GA,TOOMBS,"Charles, GA"
Vidalia,GA,TOOMBS,"Center, GA"
Vidalia,GA,TOOMBS,"Vidalia, GA"
Wadley,GA,JEFFERSON,"Wadley, GA"
Wadley,GA,JEFFERSON,"Moxley, GA"
Reidsville,GA,TATTNALL,"Georgia State Penitentiary, GA"
Gainesville,GA,HALL,"Gainesville, GA"
Gainesville,GA,HALL,"Westside, GA"
Oakwood,GA,HALL,"Oakwood, GA"
Chestnut Mountain,GA,HALL,"Chestnut Mtn, GA"
Chestnut Mountain,GA,HALL,"Chestnut Mountain, GA"
Alto,GA,HABERSHAM,"Alto, GA"
Baldwin,GA,BANKS,"Baldwin, GA"
Blairsville,GA,UNION,"Blairsville, GA"
Blue Ridge,GA,FANNIN,"Blue Ridge, GA"
Buford,GA,GWINNETT,"Buford, GA"
Bowersville,GA,HART,"Bowersville, GA"
Braselton,GA,JACKSON,"Braselton, GA"
Buford,GA,GWINNETT,"Rest Haven, GA"
Buford,GA,GWINNETT,"Sugarhill, GA"
Buford,GA,GWINNETT,"Sugar Hill, GA"
Canon,GA,FRANKLIN,"Canon, GA"
Carnesville,GA,FRANKLIN,"Carnesville, GA"
Cherry Log,GA,GILMER,"Cherry Log, GA"
Clarkesville,GA,HABERSHAM,"Clarkesville, GA"
Clayton,GA,RABUN,"Clayton, GA"
Clermont,GA,HALL,"Clermont, GA"
Cleveland,GA,WHITE,"Cleveland, GA"
Commerce,GA,BANKS,"Commerce, GA"
Cornelia,GA,HABERSHAM,"Cornelia, GA"
Dahlonega,GA,LUMPKIN,"Dahlonega, GA"
Dawsonville,GA,DAWSON,"Dawsonville, GA"
Demorest,GA,HABERSHAM,"Demorest, GA"
Ellijay,GA,GILMER,"Ellijay, GA"
Dillard,GA,RABUN,"Sky Valley, GA"
Dillard,GA,RABUN,"Dillard, GA"
Eastanollee,GA,STEPHENS,"Eastanollee, GA"
East Ellijay,GA,GILMER,"East Ellijay, GA"
Epworth,GA,FANNIN,"Epworth, GA"
Flowery Branch,GA,HALL,"Flowery Br, GA"
Flowery Branch,GA,HALL,"Flowery Branch, GA"
Gillsville,GA,HALL,"Gillsville, GA"
Helen,GA,WHITE,"Helen, GA"
Hiawassee,GA,TOWNS,"Hiawassee, GA"
Homer,GA,BANKS,"Homer, GA"
Hoschton,GA,JACKSON,"Hoschton, GA"
Jefferson,GA,JACKSON,"Arcade, GA"
Jefferson,GA,JACKSON,"Jefferson, GA"
Lakemont,GA,RABUN,"Lakemont, GA"
Lavonia,GA,FRANKLIN,"Lavonia, GA"
Lula,GA,HALL,"Lula, GA"
Mc Caysville,GA,FANNIN,"Fry, GA"
Mc Caysville,GA,FANNIN,"Mccaysville, GA"
Mc Caysville,GA,FANNIN,"Mc Caysville, GA"
Martin,GA,STEPHENS,"Martin, GA"
Toccoa,GA,STEPHENS,"Avalon, GA"
Maysville,GA,BANKS,"Maysville, GA"
Mineral Bluff,GA,FANNIN,"Mineral Bluff, GA"
Morganton,GA,FANNIN,"Morganton, GA"
Mountain City,GA,RABUN,"Mountain City, GA"
Mount Airy,GA,HABERSHAM,"Mount Airy, GA"
Murrayville,GA,HALL,"Murrayville, GA"
Nicholson,GA,JACKSON,"Nicholson, GA"
Pendergrass,GA,JACKSON,"Pendergrass, GA"
Rabun Gap,GA,RABUN,"Rabun Gap, GA"
Sautee Nacoochee,GA,WHITE,"Saute-Nacoche, GA"
Sautee Nacoochee,GA,WHITE,"Saute Nacoche, GA"
Sautee Nacoochee,GA,WHITE,"Sautee, GA"
Sautee Nacoochee,GA,WHITE,"Sautee Nacoochee, GA"
Suches,GA,UNION,"Suches, GA"
Tallulah Falls,GA,RABUN,"Tallulah Falls, GA"
Tallulah Falls,GA,RABUN,"Tallulah Fls, GA"
Talmo,GA,JACKSON,"Talmo, GA"
Tiger,GA,RABUN,"Tiger, GA"
Toccoa,GA,STEPHENS,"Toccoa, GA"
Turnerville,GA,HABERSHAM,"Turnerville, GA"
Wiley,GA,RABUN,"Wiley, GA"
Young Harris,GA,TOWNS,"Young Harris, GA"
Dahlonega,GA,LUMPKIN,"North Georgia College, GA"
Toccoa Falls,GA,STEPHENS,"Toccoa Falls, GA"
Commerce,GA,JACKSON,"Baker-Taylor, GA"
Athens,GA,CLARKE,"Athens, GA"
Athens,GA,CLARKE,"University Of Georgia, GA"
Athens,GA,CLARKE,"Navy Supply Corps School, GA"
Arnoldsville,GA,OGLETHORPE,"Arnoldsville, GA"
Bethlehem,GA,BARROW,"Bethlehem, GA"
Bishop,GA,OCONEE,"Bishop, GA"
Bishop,GA,OCONEE,"N High Shoals, GA"
Bishop,GA,OCONEE,"North High Shoals, GA"
Bogart,GA,OCONEE,"Bogart, GA"
Bostwick,GA,MORGAN,"Bostwick, GA"
Bowman,GA,ELBERT,"Bowman, GA"
Buckhead,GA,MORGAN,"Buckhead, GA"
Carlton,GA,MADISON,"Carlton, GA"
Colbert,GA,MADISON,"Colbert, GA"
Comer,GA,MADISON,"Comer, GA"
Crawford,GA,OGLETHORPE,"Crawford, GA"
Crawfordville,GA,TALIAFERRO,"Crawfordville, GA"
Danielsville,GA,MADISON,"Danielsville, GA"
Dewy Rose,GA,ELBERT,"Dewy Rose, GA"
Elberton,GA,ELBERT,"Elberton, GA"
Farmington,GA,OCONEE,"Farmington, GA"
Franklin Springs,GA,FRANKLIN,"Franklin Springs, GA"
Franklin Springs,GA,FRANKLIN,"Franklin Spgs, GA"
Good Hope,GA,WALTON,"Good Hope, GA"
Greensboro,GA,GREENE,"Greensboro, GA"
Greensboro,GA,GREENE,"Reynolds Plantation, GA"
Hartwell,GA,HART,"Hartwell, GA"
High Shoals,GA,OCONEE,"High Shoals, GA"
Hull,GA,MADISON,"Hull, GA"
Ila,GA,MADISON,"Ila, GA"
Lexington,GA,OGLETHORPE,"Lexington, GA"
Madison,GA,MORGAN,"Madison, GA"
Monroe,GA,WALTON,"Between, GA"
Monroe,GA,WALTON,"Monroe, GA"
Rayle,GA,WILKES,"Philomath, GA"
Rayle,GA,WILKES,"Rayle, GA"
Royston,GA,FRANKLIN,"Royston, GA"
Rutledge,GA,MORGAN,"Rutledge, GA"
Sharon,GA,TALIAFERRO,"Sharon, GA"
Siloam,GA,GREENE,"Siloam, GA"
Statham,GA,BARROW,"Statham, GA"
Stephens,GA,OGLETHORPE,"Stephens, GA"
Tignall,GA,WILKES,"Danburg, GA"
Tignall,GA,WILKES,"Tignall, GA"
Union Point,GA,GREENE,"Union Point, GA"
Union Point,GA,GREENE,"Penfield, GA"
Union Point,GA,GREENE,"Woodville, GA"
Union Point,GA,GREENE,"Penfld, GA"
Maxeys,GA,OGLETHORPE,"Maxeys, GA"
Washington,GA,WILKES,"Washington, GA"
Watkinsville,GA,OCONEE,"Watkinsville, GA"
White Plains,GA,GREENE,"White Plains, GA"
Winder,GA,BARROW,"Winder, GA"
Winterville,GA,CLARKE,"Winterville, GA"
Calhoun,GA,GORDON,"Calhoun, GA"
Chatsworth,GA,MURRAY,"Chatsworth, GA"
Chickamauga,GA,WALKER,"Chickamauga, GA"
Cisco,GA,MURRAY,"Cisco, GA"
Cohutta,GA,WHITFIELD,"Cohutta, GA"
Crandall,GA,MURRAY,"Crandall, GA"
Dalton,GA,WHITFIELD,"Dalton, GA"
Eton,GA,MURRAY,"Eton, GA"
Flintstone,GA,WALKER,"Flintstone, GA"
Graysville,GA,CATOOSA,"Graysville, GA"
La Fayette,GA,WALKER,"La Fayette, GA"
La Fayette,GA,WALKER,"Lafayette, GA"
Lyerly,GA,CHATTOOGA,"Lyerly, GA"
Menlo,GA,CHATTOOGA,"Menlo, GA"
Menlo,GA,CHATTOOGA,"Cloudland, GA"
Oakman,GA,GORDON,"Oakman, GA"
Plainville,GA,GORDON,"Plainville, GA"
Ranger,GA,GORDON,"Ranger, GA"
Resaca,GA,GORDON,"Resaca, GA"
Ringgold,GA,CATOOSA,"Ringgold, GA"
Rising Fawn,GA,DADE,"Rising Fawn, GA"
Rock Spring,GA,WALKER,"Rock Spring, GA"
Rocky Face,GA,WHITFIELD,"Rocky Face, GA"
Rossville,GA,WALKER,"Rossville, GA"
Fort Oglethorpe,GA,CATOOSA,"Fort Oglethorpe, GA"
Fort Oglethorpe,GA,CATOOSA,"Ft Oglethorpe, GA"
Sugar Valley,GA,GORDON,"Sugar Valley, GA"
Summerville,GA,CHATTOOGA,"Summerville, GA"
Lookout Mountain,GA,WALKER,"Lookout Mountain, GA"
Lookout Mountain,GA,WALKER,"Lookout Mtn, GA"
Tennga,GA,MURRAY,"Tennga, GA"
Trenton,GA,DADE,"Trenton, GA"
Trion,GA,CHATTOOGA,"Trion, GA"
Tunnel Hill,GA,WHITFIELD,"Tunnel Hill, GA"
Varnell,GA,WHITFIELD,"Varnell, GA"
Wildwood,GA,DADE,"Wildwood, GA"
Appling,GA,COLUMBIA,"Leah, GA"
Appling,GA,COLUMBIA,"Appling, GA"
Appling,GA,COLUMBIA,"Phinizy, GA"
Appling,GA,COLUMBIA,"Pollards Corner, GA"
Avera,GA,JEFFERSON,"Avera, GA"
Blythe,GA,RICHMOND,"Ellwood, GA"
Blythe,GA,RICHMOND,"Blythe, GA"
Boneville,GA,MCDUFFIE,"Boneville, GA"
Camak,GA,WARREN,"Camak, GA"
Dearing,GA,MCDUFFIE,"Dearing, GA"
Evans,GA,COLUMBIA,"Evans, GA"
Gibson,GA,GLASCOCK,"Edge Hill, GA"
Gibson,GA,GLASCOCK,"Gibson, GA"
Gough,GA,BURKE,"Gough, GA"
Gracewood,GA,RICHMOND,"Gracewood, GA"
Grovetown,GA,COLUMBIA,"Grovetown, GA"
Harlem,GA,COLUMBIA,"Harlem, GA"
Harlem,GA,COLUMBIA,"Campania, GA"
Harlem,GA,COLUMBIA,"Berzelia, GA"
Harlem,GA,COLUMBIA,"Pumpkin Center, GA"
Hephzibah,GA,RICHMOND,"Hephzibah, GA"
Keysville,GA,BURKE,"Keysville, GA"
Lincolnton,GA,LINCOLN,"New Hope, GA"
Lincolnton,GA,LINCOLN,"Agnes, GA"
Lincolnton,GA,LINCOLN,"Amity, GA"
Lincolnton,GA,LINCOLN,"Sybert, GA"
Lincolnton,GA,LINCOLN,"Lincolnton, GA"
Lincolnton,GA,LINCOLN,"Honora, GA"
Lincolnton,GA,LINCOLN,"Leathersville, GA"
Lincolnton,GA,LINCOLN,"Loco, GA"
Lincolnton,GA,LINCOLN,"Maxim, GA"
Matthews,GA,JEFFERSON,"Noah, GA"
Matthews,GA,JEFFERSON,"Matthews, GA"
Wrens,GA,JEFFERSON,"Wrens, GA"
Mesena,GA,WARREN,"Mesena, GA"
Mitchell,GA,GLASCOCK,"Shoals, GA"
Mitchell,GA,GLASCOCK,"Mitchell, GA"
Norwood,GA,WARREN,"Cadley, GA"
Norwood,GA,WARREN,"Barnett, GA"
Norwood,GA,WARREN,"Norwood, GA"
Stapleton,GA,JEFFERSON,"Stapleton, GA"
Thomson,GA,MCDUFFIE,"Winfield, GA"
Thomson,GA,MCDUFFIE,"Thomson, GA"
Warrenton,GA,WARREN,"Norris, GA"
Warrenton,GA,WARREN,"Reese, GA"
Warrenton,GA,WARREN,"Warrenton, GA"
Waynesboro,GA,BURKE,"Shell Bluff, GA"
Waynesboro,GA,BURKE,"Waynesboro, GA"
Waynesboro,GA,BURKE,"Munnerlyn, GA"
Augusta,GA,COLUMBIA,"Augusta, GA"
Augusta,GA,RICHMOND,"Ft Gordon, GA"
Augusta,GA,RICHMOND,"Fort Gordon, GA"
Augusta,GA,COLUMBIA,"Martinez, GA"
Augusta,GA,RICHMOND,"Railroad Retirement Board, GA"
Abbeville,GA,WILCOX,"Abbeville, GA"
Adrian,GA,EMANUEL,"Adrian, GA"
Allentown,GA,WILKINSON,"Allentown, GA"
Bolingbroke,GA,MONROE,"Bolingbroke, GA"
Bonaire,GA,HOUSTON,"Bonaire, GA"
Butler,GA,TAYLOR,"Butler, GA"
Byromville,GA,DOOLY,"Byromville, GA"
Byron,GA,PEACH,"Powersville, GA"
Byron,GA,PEACH,"Byron, GA"
Byron,GA,PEACH,"Bryon, GA"
Cadwell,GA,LAURENS,"Cadwell, GA"
Cordele,GA,CRISP,"Cordele, GA"
Chauncey,GA,DODGE,"Chauncey, GA"
Chester,GA,DODGE,"Chester, GA"
Clinchfield,GA,HOUSTON,"Clinchfield, GA"
Cochran,GA,BLECKLEY,"Empire, GA"
Cochran,GA,BLECKLEY,"Cochran, GA"
Culloden,GA,MONROE,"Culloden, GA"
